DATE,CHF1MTD156N,CHF3MTD156N,EUR1MTD156N,EUR3MTD156N,GBP1MTD156N,GBP3MTD156N,JPY1MTD156N,JPY3MTD156N,USD1MTD156N,USD3MTD156N
2019-12-24,-0.794,-0.6956,-0.52014,-0.42629,0.70688,0.79763,-0.09217,-0.04233,1.80475,1.9605
2019-12-25,.,.,.,.,.,.,.,.,.,.
2019-12-26,.,.,.,.,.,.,.,.,.,.
2019-12-27,-0.7922,-0.6938,-0.51414,-0.42029,0.70975,0.79438,-0.07933,-0.041,1.79938,1.94463
2019-12-30,-0.7698,-0.6904,-0.507,-0.41871,0.70775,0.79238,-0.0805,-0.0465,1.78088,1.90938
2019-12-31,-0.7806,-0.6884,-0.51357,-0.41429,0.70388,0.79163,-0.08467,-0.04733,1.7625,1.90838
2020-01-01,.,.,.,.,.,.,.,.,.,.
2020-01-02,-0.7726,-0.6866,-0.51243,-0.407,0.70213,0.79625,-0.082,-0.04733,1.73438,1.90025
2020-01-03,-0.775,-0.6782,-0.52086,-0.40986,0.70538,0.79563,-0.0855,-0.04767,1.71425,1.87388
2020-01-06,-0.7736,-0.6772,-0.52286,-0.41714,0.7035,0.79438,-0.091,-0.04833,1.69213,1.87225
2020-01-07,-0.7676,-0.6804,-0.51843,-0.42471,0.70363,0.796,-0.09133,-0.04333,1.699,1.878
2020-01-08,-0.7648,-0.6742,-0.51286,-0.41643,0.70188,0.79725,-0.07983,-0.04567,1.67713,1.834
2020-01-09,-0.774,-0.6774,-0.50871,-0.41571,0.69375,0.78438,-0.08533,-0.04317,1.68363,1.84788
2020-01-10,-0.7736,-0.6754,-0.50314,-0.42329,0.69025,0.7815,-0.08583,-0.0435,1.67663,1.83775
2020-01-13,-0.7728,-0.6786,-0.50743,-0.42414,0.67125,0.75238,-0.085,-0.05033,1.67625,1.83125
2020-01-14,-0.7742,-0.6732,-0.50643,-0.42114,0.68063,0.75775,-0.08817,-0.04767,1.66963,1.84263
2020-01-15,-0.7724,-0.6832,-0.501,-0.42143,0.6595,0.725,-0.09067,-0.0615,1.669,1.83613
2020-01-16,-0.7646,-0.688,-0.50114,-0.41871,0.65813,0.72375,-0.08783,-0.06117,1.65775,1.82663
2020-01-17,-0.7694,-0.6788,-0.50386,-0.424,0.64638,0.70013,-0.0905,-0.0525,1.65438,1.81913
2020-01-20,-0.7622,-0.675,-0.50471,-0.42014,0.63925,0.69913,-0.0845,-0.04717,1.65338,1.80213
2020-01-21,-0.7614,-0.6774,-0.50586,-0.42,0.63263,0.70213,-0.0805,-0.04617,1.6595,1.80625
2020-01-22,-0.762,-0.6756,-0.50643,-0.41957,0.62863,0.69,-0.08167,-0.0475,1.65938,1.80088
2020-01-23,-0.767,-0.6692,-0.50943,-0.41886,0.6335,0.69713,-0.09267,-0.04433,1.66088,1.79413
2020-01-24,-0.7586,-0.6704,-0.50486,-0.42386,0.63063,0.69075,-0.08183,-0.04183,1.6595,1.79538
2020-01-27,-0.7606,-0.67,-0.506,-0.429,0.6175,0.69175,-0.09433,-0.045,1.64925,1.7745
2020-01-28,-0.7638,-0.6782,-0.50357,-0.42243,0.6155,0.68625,-0.08367,-0.044,1.65,1.7695
2020-01-29,-0.7638,-0.6862,-0.50386,-0.42243,0.62975,0.70088,-0.07583,-0.0515,1.64525,1.77713
2020-01-30,-0.7716,-0.6902,-0.50443,-0.42143,0.622,0.69238,-0.07667,-0.05167,1.655,1.76325
2020-01-31,-0.7734,-0.69,-0.50786,-0.41643,0.708,0.76475,-0.08383,-0.05667,1.66188,1.75113
2020-02-03,-0.769,-0.6918,-0.50857,-0.423,0.7065,0.7605,-0.07983,-0.061,1.66775,1.741
2020-02-04,-0.7714,-0.6902,-0.50943,-0.42643,0.70638,0.764,-0.0805,-0.06117,1.66625,1.73738
2020-02-05,-0.765,-0.6882,-0.51114,-0.42657,0.7075,0.76513,-0.07517,-0.06083,1.66963,1.74163
2020-02-06,-0.7592,-0.6904,-0.51314,-0.42329,0.70613,0.75638,-0.07983,-0.06117,1.67088,1.73413
2020-02-07,-0.7628,-0.6886,-0.51243,-0.42314,0.70325,0.75238,-0.09383,-0.0645,1.66525,1.73088
2020-02-10,-0.77,-0.689,-0.52271,-0.425,0.70338,0.75388,-0.094,-0.06633,1.65788,1.71313
2020-02-11,-0.7656,-0.6952,-0.51957,-0.43114,0.70725,0.75863,-0.09417,-0.06567,1.65275,1.70725
2020-02-12,-0.7708,-0.697,-0.52,-0.43271,0.71,0.75525,-0.0935,-0.06583,1.65013,1.70375
2020-02-13,-0.778,-0.7038,-0.51971,-0.43429,0.7085,0.75238,-0.09383,-0.0745,1.6585,1.69163
2020-02-14,-0.7772,-0.706,-0.521,-0.43557,0.70763,0.75375,-0.09617,-0.07367,1.65825,1.69175
2020-02-17,-0.7778,-0.7074,-0.52114,-0.43371,0.70913,0.7585,-0.09233,-0.076,1.64675,1.69288
2020-02-18,-0.7756,-0.7078,-0.51943,-0.43343,0.71,0.75625,-0.08567,-0.0775,1.647,1.69463
2020-02-19,-0.785,-0.709,-0.51957,-0.43329,0.7105,0.75438,-0.09583,-0.06467,1.63938,1.696
2020-02-20,-0.7842,-0.712,-0.51971,-0.44043,0.71288,0.751,-0.096,-0.06367,1.62888,1.68275
2020-02-21,-0.789,-0.717,-0.51971,-0.44086,0.71038,0.74775,-0.09733,-0.0655,1.62675,1.67925
2020-02-24,-0.7916,-0.72,-0.52071,-0.44086,0.71,0.735,-0.09483,-0.063,1.61613,1.64663
2020-02-25,-0.7948,-0.7234,-0.52057,-0.45029,0.70988,0.73213,-0.09533,-0.06617,1.61263,1.63763
2020-02-26,-0.8014,-0.7312,-0.52271,-0.45571,0.71275,0.72675,-0.094,-0.0655,1.60338,1.61325
2020-02-27,-0.8022,-0.732,-0.52857,-0.45957,0.70738,0.71788,-0.102,-0.06633,1.58113,1.58038
2020-02-28,-0.825,-0.7352,-0.53357,-0.47129,0.67675,0.67275,-0.119,-0.076,1.51525,1.46275
2020-03-02,-0.841,-0.769,-0.55157,-0.49443,0.61775,0.60138,-0.138,-0.08383,1.35575,1.25375
2020-03-03,-0.838,-0.7738,-0.54629,-0.48714,0.63575,0.6395,-0.118,-0.073,1.37675,1.31425
2020-03-04,-0.8444,-0.7914,-0.565,-0.49157,0.50663,0.503,-0.16033,-0.11083,1.01625,1.00063
2020-03-05,-0.8582,-0.7948,-0.56486,-0.49657,0.57238,0.55063,-0.1615,-0.09633,1.00513,0.99888
2020-03-06,-0.8798,-0.8134,-0.57343,-0.51829,0.559,0.51788,-0.17283,-0.105,0.86263,0.896
2020-03-09,-0.916,-0.8468,-0.58357,-0.526,0.49638,0.47188,-0.19333,-0.121,0.72488,0.76813
2020-03-10,-0.8856,-0.8342,-0.57671,-0.50957,0.52188,0.53425,-0.1815,-0.11633,0.81138,0.78413
2020-03-11,-0.909,-0.8466,-0.59971,-0.53914,0.26088,0.38275,-0.17183,-0.10767,0.79663,0.7725
2020-03-12,-0.9174,-0.8436,-0.62071,-0.52143,0.267,0.46025,-0.19317,-0.10383,0.70463,0.7405
2020-03-13,-0.8502,-0.794,-0.52729,-0.42729,0.28175,0.5055,-0.24717,-0.12517,0.80013,0.84313
2020-03-16,-0.8566,-0.787,-0.52771,-0.41971,0.25338,0.48675,-0.218,-0.11767,0.61163,0.88938
2020-03-17,-0.9102,-0.8122,-0.52643,-0.39543,0.25613,0.51263,-0.19383,-0.09667,0.75,1.05188
2020-03-18,-0.8838,-0.8048,-0.48786,-0.38514,0.27225,0.53338,-0.172,-0.088,0.77288,1.11575
2020-03-19,-0.8506,-0.7672,-0.487,-0.37657,0.28775,0.58038,-0.19133,-0.09683,0.92363,1.19513
2020-03-20,-0.8098,-0.7008,-0.47614,-0.353,0.23688,0.53663,-0.17967,-0.0915,0.9285,1.20413
2020-03-23,-0.8072,-0.6926,-0.46014,-0.31,0.23275,0.52225,-0.15667,-0.07467,0.94663,1.21563
2020-03-24,-0.8068,-0.6954,-0.455,-0.31686,0.23825,0.54188,-0.15117,-0.07833,0.92488,1.23238
2020-03-25,-0.803,-0.7046,-0.44557,-0.30771,0.2475,0.55288,-0.14967,-0.07833,0.95913,1.267
2020-03-26,-0.796,-0.6742,-0.417,-0.29571,0.24838,0.55275,-0.1335,-0.05867,0.94088,1.37463
2020-03-27,-0.8032,-0.674,-0.40229,-0.28914,0.25413,0.55625,-0.11733,-0.05317,0.98938,1.45013
2020-03-30,-0.7998,-0.664,-0.39486,-0.26471,0.25238,0.57025,-0.12717,-0.05,0.9845,1.43338
2020-03-31,-0.7804,-0.6554,-0.38786,-0.25471,0.24463,0.5955,-0.1125,-0.04883,0.99288,1.4505
2020-04-01,-0.7504,-0.6176,-0.39986,-0.24729,0.2345,0.5745,-0.07833,-0.04133,1.01625,1.4365
2020-04-02,-0.7486,-0.6102,-0.38943,-0.24114,0.23,0.63813,-0.06367,-0.027,0.98163,1.373
2020-04-03,-0.7348,-0.6072,-0.38857,-0.23243,0.2315,0.641,-0.06517,-0.01833,0.98513,1.38738
2020-04-06,-0.73,-0.604,-0.38571,-0.23157,0.22713,0.65275,-0.051,-0.00317,0.92125,1.35238
2020-04-07,-0.744,-0.603,-0.39214,-0.23343,0.22738,0.665,-0.05983,-0.00633,0.8635,1.31988
2020-04-08,-0.7362,-0.5912,-0.38229,-0.22229,0.22163,0.68163,-0.09667,-0.01567,0.82888,1.31138
2020-04-09,-0.7322,-0.5856,-0.37871,-0.21243,0.24213,0.67975,-0.097,-0.01983,0.814,1.21888
2020-04-10,.,.,.,.,.,.,.,.,.,.
2020-04-13,.,.,.,.,.,.,.,.,.,.
2020-04-14,-0.7326,-0.5846,-0.36957,-0.21857,0.24375,0.66575,-0.09133,-0.018,0.79413,1.17613
2020-04-15,-0.7226,-0.5814,-0.36343,-0.21686,0.25625,0.66775,-0.08233,-0.01433,0.75075,1.13488
2020-04-16,-0.722,-0.5782,-0.35957,-0.19257,0.25525,0.6715,-0.0595,-0.00917,0.71825,1.13525
2020-04-17,-0.7208,-0.5858,-0.36529,-0.18214,0.2535,0.65975,-0.06883,-0.00433,0.67275,1.109
2020-04-20,-0.727,-0.5862,-0.36657,-0.16714,0.2665,0.65175,-0.06267,-0.00583,0.66738,1.09763
2020-04-21,-0.7262,-0.5868,-0.36557,-0.15757,0.24975,0.64588,-0.05617,0,0.62463,1.043
2020-04-22,-0.7176,-0.5852,-0.37443,-0.14243,0.22925,0.64375,-0.05017,0.0045,0.56975,1.02025
2020-04-23,-0.7196,-0.5766,-0.37786,-0.14757,0.22425,0.62175,-0.047,0.00167,0.48725,0.99138
2020-04-24,-0.7144,-0.5734,-0.40029,-0.152,0.22688,0.63725,-0.0525,-0.004,0.44088,0.88713
2020-04-27,-0.717,-0.579,-0.40743,-0.17357,0.21925,0.64188,-0.04383,0.00283,0.43763,0.84075
2020-04-28,-0.7194,-0.576,-0.42157,-0.16457,0.21838,0.63125,-0.05317,-0.0035,0.40363,0.76013
2020-04-29,-0.7214,-0.5838,-0.42443,-0.174,0.21075,0.61813,-0.0545,-0.00833,0.37013,0.68663
2020-04-30,-0.7218,-0.5832,-0.42843,-0.185,0.2015,0.59425,-0.05233,-0.003,0.32963,0.55613
2020-05-01,-0.7196,-0.5948,-0.41971,-0.17071,0.17775,0.5525,-0.05217,-0.01083,0.30338,0.54088
2020-05-04,-0.7182,-0.5884,-0.42529,-0.17414,0.17525,0.49875,-0.0555,-0.019,0.26275,0.50088
2020-05-05,-0.7202,-0.5874,-0.42643,-0.20486,0.17313,0.4495,-0.05733,-0.021,0.24725,0.474
2020-05-06,-0.7238,-0.5902,-0.43114,-0.217,0.16575,0.403,-0.05783,-0.02383,0.22163,0.44763
2020-05-07,-0.7198,-0.6122,-0.43343,-0.24243,0.15938,0.37288,-0.06083,-0.03217,0.198,0.43463
2020-05-08,.,.,.,.,.,.,.,.,.,.
2020-05-11,-0.723,-0.5948,-0.43029,-0.22457,0.147,0.35925,-0.0655,-0.02767,0.19088,0.4335
2020-05-12,-0.7268,-0.6074,-0.43571,-0.23071,0.13913,0.34325,-0.06117,-0.02767,0.18388,0.424
2020-05-13,-0.7282,-0.6016,-0.443,-0.24329,0.13875,0.33438,-0.064,-0.02217,0.18363,0.39238
2020-05-14,-0.7332,-0.6052,-0.44671,-0.258,0.14225,0.31513,-0.06467,-0.02783,0.18213,0.38563
2020-05-15,-0.737,-0.6268,-0.44443,-0.263,0.14013,0.29225,-0.059,-0.02683,0.17238,0.3805
2020-05-18,-0.7452,-0.6366,-0.44443,-0.26586,0.14263,0.277,-0.06067,-0.02733,0.17075,0.37663
2020-05-19,-0.7438,-0.6296,-0.44629,-0.29186,0.13825,0.27488,-0.0625,-0.02683,0.17088,0.37413
2020-05-20,-0.745,-0.6368,-0.44943,-0.30886,0.132,0.25613,-0.06333,-0.0275,0.173,0.358
2020-05-21,-0.7476,-0.6408,-0.44757,-0.31086,0.11988,0.265,-0.07033,-0.02917,0.16825,0.3595
2020-05-22,-0.748,-0.6322,-0.45671,-0.32314,0.11488,0.25325,-0.07267,-0.0295,0.17375,0.36925
2020-05-25,.,.,.,.,.,.,.,.,.,.
2020-05-26,-0.7612,-0.6366,-0.45657,-0.322,0.10163,0.2515,-0.073,-0.0315,0.1695,0.37125
2020-05-27,-0.7598,-0.6488,-0.45529,-0.33471,0.09738,0.24488,-0.07833,-0.03733,0.17363,0.3625
2020-05-28,-0.7642,-0.639,-0.46457,-0.34714,0.097,0.23663,-0.0855,-0.04183,0.17263,0.35
2020-05-29,-0.761,-0.651,-0.46714,-0.34657,0.09238,0.22775,-0.08383,-0.04083,0.1825,0.344
2020-06-01,-0.7602,-0.6562,-0.469,-0.35,0.10263,0.21263,-0.0865,-0.04183,0.17813,0.33713
2020-06-02,-0.7696,-0.6516,-0.46314,-0.367,0.10863,0.2365,-0.0885,-0.04467,0.17875,0.3305
2020-06-03,-0.7744,-0.6484,-0.468,-0.36129,0.09625,0.23525,-0.09417,-0.0515,0.17363,0.32663
2020-06-04,-0.7876,-0.6546,-0.47014,-0.35471,0.09238,0.2315,-0.093,-0.05017,0.17525,0.31763
2020-06-05,-0.7728,-0.664,-0.47786,-0.37843,0.09225,0.21888,-0.09333,-0.04717,0.18013,0.31288
2020-06-08,-0.7768,-0.6612,-0.46886,-0.381,0.09125,0.22038,-0.0925,-0.04917,0.17663,0.30975
2020-06-09,-0.7674,-0.6532,-0.47171,-0.37886,0.09538,0.19725,-0.0945,-0.05117,0.18788,0.31463
2020-06-10,-0.763,-0.6568,-0.46543,-0.37171,0.09538,0.202,-0.09233,-0.051,0.1905,0.31838
2020-06-11,-0.764,-0.6612,-0.46314,-0.37743,0.09263,0.20375,-0.09067,-0.04883,0.18475,0.31338
2020-06-12,-0.7708,-0.6606,-0.46443,-0.39229,0.0945,0.19763,-0.09817,-0.05217,0.19513,0.32088
2020-06-15,-0.7794,-0.6608,-0.47486,-0.39414,0.09413,0.19325,-0.09033,-0.049,0.19388,0.299
2020-06-16,-0.7764,-0.6604,-0.47271,-0.40029,0.08713,0.19575,-0.08567,-0.051,0.19375,0.30788
2020-06-17,-0.7732,-0.6524,-0.48286,-0.40743,0.08613,0.17163,-0.0845,-0.04933,0.19388,0.31625
2020-06-18,-0.7676,-0.6528,-0.48371,-0.40771,0.08975,0.15838,-0.0905,-0.04833,0.19,0.30638
2020-06-19,-0.762,-0.661,-0.48743,-0.41457,0.10263,0.16538,-0.08617,-0.0475,0.19013,0.30513
2020-06-22,-0.7662,-0.6594,-0.49343,-0.40971,0.1015,0.18188,-0.10433,-0.048,0.18475,0.29663
2020-06-23,-0.7698,-0.66,-0.49,-0.40571,0.102,0.17225,-0.087,-0.04633,0.1845,0.29688
2020-06-24,-0.7668,-0.6582,-0.49171,-0.40143,0.09975,0.1555,-0.082,-0.04517,0.1795,0.28375
2020-06-25,-0.768,-0.6596,-0.48814,-0.38571,0.0985,0.137,-0.08167,-0.04483,0.18363,0.306
2020-06-26,-0.7638,-0.6616,-0.48429,-0.39186,0.09175,0.14288,-0.07967,-0.04383,0.17825,0.30788
2020-06-29,-0.7638,-0.6698,-0.48414,-0.42829,0.09163,0.13163,-0.077,-0.04583,0.171,0.29613
2020-06-30,-0.7674,-0.676,-0.48443,-0.422,0.09025,0.14088,-0.07917,-0.04717,0.16225,0.302
2020-07-01,-0.7798,-0.6772,-0.49729,-0.41129,0.08413,0.15088,-0.06933,-0.0465,0.16625,0.2985
2020-07-02,-0.7806,-0.6802,-0.49729,-0.39886,0.08025,0.13775,-0.07717,-0.047,0.16375,0.30375
2020-07-03,-0.7804,-0.6802,-0.50057,-0.42329,0.07525,0.112,-0.07733,-0.04717,0.16263,0.27588
2020-07-06,-0.7714,-0.6838,-0.494,-0.43514,0.076,0.10663,-0.0755,-0.04717,0.16588,0.2765
2020-07-07,-0.7714,-0.68,-0.49314,-0.42786,0.07763,0.12,-0.07467,-0.04733,0.1825,0.26838
2020-07-08,-0.769,-0.686,-0.49229,-0.43157,0.07863,0.11538,-0.07567,-0.04917,0.18825,0.27288
2020-07-09,-0.7682,-0.6848,-0.49457,-0.43929,0.07475,0.093,-0.074,-0.049,0.17825,0.26625
2020-07-10,-0.7684,-0.6882,-0.49457,-0.43814,0.07538,0.09313,-0.075,-0.049,0.17538,0.26813
2020-07-13,-0.7792,-0.689,-0.498,-0.44114,0.07275,0.0885,-0.07733,-0.0475,0.17475,0.275
2020-07-14,-0.773,-0.6892,-0.49971,-0.43914,0.07125,0.08,-0.07417,-0.0465,0.17663,0.27088
2020-07-15,-0.7716,-0.69,-0.50114,-0.45471,0.06913,0.08238,-0.07383,-0.04533,0.18088,0.27288
2020-07-16,-0.7704,-0.6888,-0.49929,-0.45171,0.06663,0.08438,-0.07417,-0.04567,0.18675,0.27175
2020-07-17,-0.7758,-0.6934,-0.49329,-0.44414,0.06588,0.07763,-0.07,-0.0455,0.17988,0.27138
2020-07-20,-0.776,-0.694,-0.503,-0.44114,0.065,0.076,-0.06883,-0.044,0.17563,0.25775
2020-07-21,-0.7734,-0.6936,-0.50371,-0.445,0.06475,0.07988,-0.06933,-0.046,0.17575,0.2555
2020-07-22,-0.7698,-0.6934,-0.49814,-0.43643,0.0675,0.078,-0.069,-0.04783,0.179,0.2635
2020-07-23,-0.7764,-0.6952,-0.50071,-0.437,0.0675,0.081,-0.06883,-0.04817,0.17163,0.2445
2020-07-24,-0.7804,-0.6964,-0.50271,-0.43543,0.068,0.08425,-0.068,-0.0475,0.17263,0.24675
2020-07-27,-0.7802,-0.7044,-0.50014,-0.444,0.07025,0.08725,-0.06683,-0.04883,0.16625,0.26963
2020-07-28,-0.7836,-0.7068,-0.50357,-0.44571,0.06838,0.09188,-0.06683,-0.06067,0.16688,0.26825
2020-07-29,-0.7852,-0.7082,-0.50171,-0.44529,0.06488,0.1065,-0.07467,-0.0615,0.16113,0.26063
2020-07-30,-0.7804,-0.7066,-0.50157,-0.44057,0.06425,0.08213,-0.06867,-0.0575,0.15563,0.251
2020-07-31,-0.7878,-0.7048,-0.50157,-0.44471,0.05863,0.08438,-0.07283,-0.05517,0.15488,0.24875
2020-08-03,-0.7874,-0.705,-0.51729,-0.45157,0.05988,0.07913,-0.07317,-0.05267,0.157,0.249
2020-08-04,-0.7798,-0.7036,-0.515,-0.45771,0.06013,0.07713,-0.06817,-0.05317,0.14925,0.2485
2020-08-05,-0.7786,-0.7008,-0.52786,-0.46943,0.0605,0.07163,-0.0705,-0.0545,0.1535,0.242
2020-08-06,-0.7756,-0.7022,-0.52886,-0.46857,0.06213,0.07463,-0.07083,-0.05517,0.15538,0.24325
2020-08-07,-0.7788,-0.7008,-0.52786,-0.47086,0.06075,0.07263,-0.07133,-0.05233,0.16338,0.2525
2020-08-10,-0.7908,-0.7008,-0.54386,-0.47543,0.059,0.07113,-0.07183,-0.05367,0.16825,0.25688
2020-08-11,-0.7834,-0.706,-0.54457,-0.49671,0.06063,0.06738,-0.07967,-0.0515,0.16413,0.2535
2020-08-12,-0.7814,-0.7048,-0.55143,-0.50186,0.06175,0.06775,-0.07983,-0.0505,0.158,0.26475
2020-08-13,-0.7814,-0.7042,-0.54957,-0.505,0.05963,0.07075,-0.08033,-0.05067,0.16188,0.28013
2020-08-14,-0.78,-0.7074,-0.55229,-0.51343,0.05713,0.0715,-0.0855,-0.0545,0.1515,0.27038
2020-08-17,-0.7798,-0.7106,-0.551,-0.513,0.0555,0.07338,-0.09,-0.05517,0.16138,0.26775
2020-08-18,-0.7792,-0.7118,-0.55214,-0.51314,0.0525,0.07475,-0.0905,-0.053,0.158,0.253
2020-08-19,-0.7894,-0.7156,-0.55486,-0.51471,0.052,0.06738,-0.09033,-0.05417,0.17088,0.24688
2020-08-20,-0.7844,-0.7158,-0.55157,-0.51486,0.05175,0.06825,-0.09033,-0.05183,0.18325,0.25613
2020-08-21,-0.783,-0.7164,-0.53986,-0.515,0.051,0.06975,-0.0805,-0.05183,0.17513,0.25
2020-08-24,-0.7824,-0.7178,-0.543,-0.51243,0.05413,0.07075,-0.07867,-0.05183,0.17425,0.23375
2020-08-25,-0.7822,-0.7196,-0.54414,-0.51657,0.05463,0.06775,-0.07567,-0.05433,0.17025,0.251
2020-08-26,-0.782,-0.7196,-0.54486,-0.513,0.05438,0.06563,-0.07267,-0.05233,0.15638,0.25588
2020-08-27,-0.7808,-0.7206,-0.54586,-0.51029,0.05588,0.06513,-0.07517,-0.05667,0.15513,0.246
2020-08-28,-0.7886,-0.7204,-0.54529,-0.50871,0.05438,0.064,-0.09583,-0.05783,0.15675,0.24088
2020-08-31,.,.,.,.,.,.,.,.,.,.
2020-09-01,-0.7868,-0.726,-0.54329,-0.50586,0.05663,0.06075,-0.09583,-0.0605,0.15563,0.25113
2020-09-02,-0.7938,-0.7246,-0.54657,-0.50457,0.055,0.06225,-0.09033,-0.05933,0.15475,0.25125
2020-09-03,-0.7956,-0.7288,-0.54786,-0.50114,0.05288,0.07288,-0.09883,-0.05833,0.15863,0.2495
2020-09-04,-0.7912,-0.7348,-0.54514,-0.50671,0.054,0.06675,-0.097,-0.07617,0.15425,0.248
2020-09-07,-0.7928,-0.7316,-0.55114,-0.51314,0.054,0.06525,-0.09917,-0.0775,0.15563,0.24175
2020-09-08,-0.7926,-0.739,-0.55229,-0.51614,0.05638,0.06138,-0.09767,-0.0805,0.1555,0.2495
2020-09-09,-0.7954,-0.7462,-0.55443,-0.51786,0.05463,0.05925,-0.10033,-0.08233,0.15125,0.25025
2020-09-10,-0.7952,-0.7516,-0.55543,-0.512,0.05213,0.0595,-0.11317,-0.0935,0.15113,0.24913
2020-09-11,-0.794,-0.748,-0.56043,-0.50743,0.05088,0.057,-0.12133,-0.09417,0.15238,0.25038
2020-09-14,-0.794,-0.742,-0.56257,-0.51043,0.04925,0.05963,-0.12417,-0.09767,0.15213,0.23725
2020-09-15,-0.794,-0.752,-0.56243,-0.51314,0.049,0.05913,-0.119,-0.0975,0.1505,0.24613
2020-09-16,-0.7954,-0.7558,-0.56357,-0.52129,0.05188,0.0525,-0.11883,-0.09767,0.15,0.23325
2020-09-17,-0.7962,-0.7592,-0.56357,-0.51843,0.04938,0.05313,-0.119,-0.09783,0.15625,0.22738
2020-09-18,-0.7962,-0.7622,-0.56529,-0.52186,0.049,0.052,-0.11917,-0.09867,0.15575,0.22538
2020-09-21,-0.8036,-0.7572,-0.565,-0.51729,0.04663,0.05663,-0.119,-0.09817,0.15188,0.22325
2020-09-22,-0.8062,-0.7596,-0.56786,-0.51914,0.049,0.0655,-0.11917,-0.0995,0.15113,0.2225
2020-09-23,-0.8066,-0.7594,-0.56614,-0.51843,0.05088,0.06638,-0.11433,-0.1,0.14813,0.225
2020-09-24,-0.8068,-0.7584,-0.56786,-0.51671,0.0485,0.06475,-0.10817,-0.09817,0.14475,0.23325
2020-09-25,-0.8092,-0.7598,-0.56714,-0.51329,0.04663,0.05838,-0.10667,-0.09667,0.14613,0.21788
2020-09-28,-0.8096,-0.7604,-0.56686,-0.51657,0.04588,0.0615,-0.0885,-0.09917,0.14663,0.22038
2020-09-29,-0.8048,-0.7746,-0.56771,-0.51157,0.04675,0.06638,-0.0845,-0.104,0.149,0.22513
2020-09-30,-0.8054,-0.7806,-0.56843,-0.51971,0.04538,0.06088,-0.08467,-0.10383,0.14825,0.23388
2020-10-01,-0.803,-0.7786,-0.57114,-0.52529,0.045,0.0605,-0.0845,-0.10433,0.1395,0.234
2020-10-02,-0.798,-0.771,-0.57114,-0.52771,0.0445,0.05613,-0.08133,-0.10417,0.14,0.2335
2020-10-05,-0.7978,-0.7646,-0.56714,-0.52857,0.04575,0.04875,-0.08317,-0.10233,0.14275,0.22025
2020-10-06,-0.8014,-0.762,-0.56643,-0.52657,0.04638,0.05438,-0.0815,-0.09917,0.13963,0.22975
2020-10-07,-0.8036,-0.7674,-0.569,-0.52057,0.04588,0.0635,-0.0835,-0.09883,0.147,0.2295
2020-10-08,-0.797,-0.76,-0.563,-0.51986,0.04838,0.05213,-0.081,-0.1,0.14688,0.2205
2020-10-09,-0.7964,-0.7622,-0.56486,-0.52286,0.0455,0.05025,-0.08167,-0.1005,0.14525,0.22413
2020-10-12,-0.7964,-0.7608,-0.563,-0.52743,0.04288,0.04613,-0.08533,-0.1,0.14425,0.22888
2020-10-13,-0.799,-0.7682,-0.56243,-0.53014,0.04288,0.04638,-0.08733,-0.101,0.14838,0.23688
2020-10-14,-0.8014,-0.77,-0.55786,-0.52929,0.043,0.04563,-0.08667,-0.1015,0.14575,0.23013
2020-10-15,-0.8012,-0.7704,-0.56243,-0.53229,0.04763,0.04575,-0.09117,-0.1015,0.14725,0.21775
2020-10-16,-0.799,-0.771,-0.56343,-0.54029,0.04363,0.04588,-0.09017,-0.10333,0.15138,0.21838
2020-10-19,-0.7968,-0.7624,-0.56157,-0.53586,0.04475,0.04763,-0.08883,-0.10133,0.14338,0.20863
2020-10-20,-0.7966,-0.7712,-0.56257,-0.53314,0.046,0.04825,-0.08233,-0.10117,0.14575,0.21575
2020-10-21,-0.7986,-0.7746,-0.56443,-0.51971,0.04563,0.04813,-0.08117,-0.1,0.14788,0.20913
2020-10-22,-0.7994,-0.7676,-0.56486,-0.53071,0.046,0.04888,-0.08333,-0.09967,0.14925,0.21475
2020-10-23,-0.7984,-0.7658,-0.56471,-0.52686,0.04638,0.04513,-0.08233,-0.0995,0.15625,0.2165
2020-10-26,-0.7974,-0.7736,-0.566,-0.52771,0.04313,0.04638,-0.08283,-0.10083,0.1515,0.22225
2020-10-27,-0.8026,-0.7798,-0.566,-0.53043,0.0445,0.049,-0.08367,-0.10133,0.14463,0.21325
2020-10-28,-0.8018,-0.7728,-0.568,-0.52557,0.04313,0.04813,-0.0825,-0.10183,0.14775,0.21438
2020-10-29,-0.8022,-0.7676,-0.56314,-0.52957,0.04538,0.04875,-0.08667,-0.102,0.14913,0.21438
2020-10-30,-0.8046,-0.7666,-0.56171,-0.52971,0.04338,0.0445,-0.08967,-0.10267,0.14025,0.21575
2020-11-02,-0.8068,-0.7666,-0.56286,-0.53529,0.04175,0.0435,-0.08867,-0.10267,0.1405,0.22013
2020-11-03,-0.8072,-0.767,-0.57586,-0.535,0.0435,0.0445,-0.09,-0.10267,0.13763,0.22475
2020-11-04,-0.8072,-0.7674,-0.57386,-0.54486,0.043,0.04375,-0.09783,-0.10233,0.13613,0.23225
2020-11-05,-0.8054,-0.7716,-0.57529,-0.53657,0.04225,0.0455,-0.0985,-0.10217,0.12663,0.213
2020-11-06,-0.8052,-0.766,-0.57486,-0.53843,0.04438,0.04463,-0.09733,-0.10217,0.12775,0.20588
2020-11-09,-0.8074,-0.776,-0.57586,-0.54143,0.04263,0.04288,-0.09833,-0.10233,0.12988,0.205
